iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	O2 	O 	OH 	H2O 	H 	HO2 	H2O2 	
60 	 6.1000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000060e+02 	2.7431213535e-01 	7.2568786083e-01 	2.1000008064e-12 	5.6716207873e-13 	3.4198697468e-10 	4.7429328299e-12 	3.4572969624e-09 	1.3031131704e-11 	
60 	 6.1000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000245e+02 	5.9266658963e-02 	9.4073333765e-01 	4.1350198520e-12 	1.1167170955e-12 	4.1239161681e-10 	1.5565356489e-12 	2.9573602451e-09 	6.6353608612e-12 	
60 	 6.1000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000137e+02 	1.4383656924e-01 	8.5616342670e-01 	2.8301099587e-12 	7.6432919862e-13 	4.0779725533e-10 	2.8408331754e-12 	3.6417551485e-09 	1.1846058894e-11 	
61 	 6.2000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000062e+02 	2.7431213535e-01 	7.2568786076e-01 	2.1006875654e-12 	5.6734881339e-13 	3.4838338812e-10 	4.7444751314e-12 	3.5179864210e-09 	1.3486836732e-11 	
61 	 6.2000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000250e+02 	5.9266658960e-02 	9.4073333760e-01 	4.1358493451e-12 	1.1169423297e-12 	4.1973779645e-10 	1.5568478146e-12 	3.0078778050e-09 	6.8628101574e-12 	
61 	 6.2000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000140e+02 	1.4383656923e-01 	8.5616342663e-01 	2.8308784565e-12 	7.6453837354e-13 	4.1511103282e-10 	2.8416043722e-12 	3.7042012822e-09 	1.2253332874e-11 	
62 	 6.3000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000063e+02 	2.7431213535e-01 	7.2568786070e-01 	2.1013696559e-12 	5.6753436616e-13 	3.5478190036e-10 	4.7460080811e-12 	3.5786800317e-09 	1.3950465065e-11 	
62 	 6.3000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000254e+02 	5.9266658958e-02 	9.4073333754e-01 	4.1366788207e-12 	1.1171675783e-12 	4.2708545767e-10 	1.5571599856e-12 	3.0583980687e-09 	7.0941105293e-12 	
62 	 6.3000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000143e+02 	1.4383656923e-01 	8.5616342656e-01 	2.8316469181e-12 	7.6474756481e-13 	4.2242681168e-10 	2.8423755582e-12 	3.7666510716e-09 	1.2667526450e-11 	
63 	 6.4000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000065e+02 	2.7431213534e-01 	7.2568786063e-01 	2.1020477394e-12 	5.6771890818e-13 	3.6118249907e-10 	4.7475330073e-12 	3.6393777268e-09 	1.4422017005e-11 	
63 	 6.4000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000259e+02 	5.9266658956e-02 	9.4073333749e-01 	4.1375083009e-12 	1.1173928468e-12 	4.3443460058e-10 	1.5574721676e-12 	3.1089210362e-09 	7.3292621360e-12 	
63 	 6.4000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000146e+02 	1.4383656923e-01 	8.5616342649e-01 	2.8324153697e-12 	7.6495677892e-13 	4.2974459210e-10 	2.8431467543e-12 	3.8291045163e-09 	1.3088639864e-11 	
64 	 6.5000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000066e+02 	2.7431213534e-01 	7.2568786057e-01 	2.1027223854e-12 	5.6790258678e-13 	3.6758517369e-10 	4.7490510532e-12 	3.7000794483e-09 	1.4901492845e-11 	
64 	 6.5000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000264e+02 	5.9266658953e-02 	9.4073333743e-01 	4.1383378030e-12 	1.1176181392e-12 	4.4178522533e-10 	1.5577843653e-12 	3.1594467074e-09 	7.5682651366e-12 	
64 	 6.5000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000148e+02 	1.4383656922e-01 	8.5616342643e-01 	2.8331838318e-12 	7.6516602103e-13 	4.3706437433e-10 	2.8439179771e-12 	3.8915616160e-09 	1.3516673356e-11 	
65 	 6.6000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000068e+02 	2.7431213534e-01 	7.2568786050e-01 	2.1033940841e-12 	5.6808552877e-13 	3.7398991522e-10 	4.7505632029e-12 	3.7607851465e-09 	1.5388892874e-11 	
65 	 6.6000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000269e+02 	5.9266658951e-02 	9.4073333738e-01 	4.1391673409e-12 	1.1178434588e-12 	4.4913733208e-10 	1.5580965823e-12 	3.2099750823e-09 	7.8111196901e-12 	
65 	 6.6000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000151e+02 	1.4383656922e-01 	8.5616342636e-01 	2.8339523210e-12 	7.6537529524e-13 	4.4438615865e-10 	2.8446892399e-12 	3.9540223707e-09 	1.3951627170e-11 	
66 	 6.7000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000070e+02 	2.7431213534e-01 	7.2568786044e-01 	2.1040632574e-12 	5.6826784328e-13 	3.8039671598e-10 	4.7520703033e-12 	3.8214947787e-09 	1.5884217371e-11 	
66 	 6.7000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000274e+02 	5.9266658949e-02 	9.4073333732e-01 	4.1399969254e-12 	1.1180688081e-12 	4.5649092101e-10 	1.5584088213e-12 	3.2605061612e-09 	8.0578259555e-12 	
66 	 6.7000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000154e+02 	1.4383656922e-01 	8.5616342629e-01 	2.8347208503e-12 	7.6558460483e-13 	4.5170994539e-10 	2.8454605532e-12 	4.0164867805e-09 	1.4393501545e-11 	
67 	 6.8000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000071e+02 	2.7431213533e-01 	7.2568786037e-01 	2.1047302685e-12 	5.6844962428e-13 	3.8680556945e-10 	4.7535730835e-12 	3.8822083081e-09 	1.6387466612e-11 	
67 	 6.8000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000278e+02 	5.9266658946e-02 	9.4073333726e-01 	4.1408265648e-12 	1.1182941893e-12 	4.6384599235e-10 	1.5587210846e-12 	3.3110399442e-09 	8.3083840921e-12 	
67 	 6.8000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000157e+02 	1.4383656922e-01 	8.5616342622e-01 	2.8354894302e-12 	7.6579395240e-13 	4.5903573490e-10 	2.8462319254e-12 	4.0789548457e-09 	1.4842296725e-11 	
68 	 6.9000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000073e+02 	2.7431213533e-01 	7.2568786031e-01 	2.1053954299e-12 	5.6863095264e-13 	3.9321647008e-10 	4.7550721711e-12 	3.9429257035e-09 	1.6898640869e-11 	
68 	 6.9000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000283e+02 	5.9266658944e-02 	9.4073333721e-01 	4.1416562659e-12 	1.1185196038e-12 	4.7120254629e-10 	1.5590333740e-12 	3.3615764314e-09 	8.5627942588e-12 	
68 	 6.9000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000160e+02 	1.4383656921e-01 	8.5616342616e-01 	2.8362580689e-12 	7.6600334003e-13 	4.6636352756e-10 	2.8470033632e-12 	4.1414265666e-09 	1.5298012950e-11 	
69 	 7.0000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000074e+02 	2.7431213533e-01 	7.2568786024e-01 	2.1060590107e-12 	5.6881189795e-13 	3.9962941315e-10 	4.7565681062e-12 	4.0036469378e-09 	1.7417740409e-11 	
69 	 7.0000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000288e+02 	5.9266658941e-02 	9.4073333715e-01 	4.1424860340e-12 	1.1187450530e-12 	4.7856058306e-10 	1.5593456908e-12 	3.4121156232e-09 	8.8210566149e-12 	
69 	 7.0000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000163e+02 	1.4383656921e-01 	8.5616342609e-01 	2.8370267732e-12 	7.6621276937e-13 	4.7369332374e-10 	2.8477748718e-12 	4.2039019437e-09 	1.5760650462e-11 	
70 	 7.1000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000076e+02 	2.7431213532e-01 	7.2568786018e-01 	2.1067212425e-12 	5.6899252014e-13 	4.0604439471e-10 	4.7580613538e-12 	4.0643719880e-09 	1.7944765495e-11 	
70 	 7.1000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000293e+02 	5.9266658939e-02 	9.4073333710e-01 	4.1433158732e-12 	1.1189705378e-12 	4.8592010289e-10 	1.5596580361e-12 	3.4626575199e-09 	9.0831713195e-12 	
70 	 7.1000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000166e+02 	1.4383656921e-01 	8.5616342602e-01 	2.8377955483e-12 	7.6642224174e-13 	4.8102512387e-10 	2.8485464557e-12 	4.2663809774e-09 	1.6230209503e-11 	
71 	 7.2000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000078e+02 	2.7431213532e-01 	7.2568786011e-01 	2.1073823246e-12 	5.6917287078e-13 	4.1246141141e-10 	4.7595523142e-12 	4.1251008344e-09 	1.8479716391e-11 	
71 	 7.2000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000298e+02 	5.9266658937e-02 	9.4073333704e-01 	4.1441457867e-12 	1.1191960590e-12 	4.9328110603e-10 	1.5599704108e-12 	3.5132021217e-09 	9.3491385317e-12 	
71 	 7.2000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000169e+02 	1.4383656920e-01 	8.5616342595e-01 	2.8385643984e-12 	7.6663175818e-13 	4.8835892835e-10 	2.8493181181e-12 	4.3288636683e-09 	1.6706690316e-11 	
72 	 7.3000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000079e+02 	2.7431213532e-01 	7.2568786005e-01 	2.1080424287e-12 	5.6935299427e-13 	4.1888046043e-10 	4.7610413317e-12 	4.1858334602e-09 	1.9022593353e-11 	
72 	 7.3000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000303e+02 	5.9266658934e-02 	9.4073333698e-01 	4.1449757772e-12 	1.1194216173e-12 	5.0064359270e-10 	1.5602828155e-12 	3.5637494290e-09 	9.6189584108e-12 	
72 	 7.3000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000172e+02 	1.4383656920e-01 	8.5616342589e-01 	2.8393333268e-12 	7.6684131953e-13 	4.9569473762e-10 	2.8500898617e-12 	4.3913500170e-09 	1.7190093141e-11 	
73 	 7.4000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000081e+02 	2.7431213532e-01 	7.2568785998e-01 	2.1087017025e-12 	5.6953292880e-13 	4.2530153944e-10 	4.7625287029e-12 	4.2465698510e-09 	1.9573396640e-11 	
73 	 7.4000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000307e+02 	5.9266658932e-02 	9.4073333693e-01 	4.1458058466e-12 	1.1196472130e-12 	5.0800756317e-10 	1.5605952508e-12 	3.6142994420e-09 	9.8926311160e-12 	
73 	 7.4000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000175e+02 	1.4383656920e-01 	8.5616342582e-01 	2.8401023362e-12 	7.6705092646e-13 	5.0303255210e-10 	2.8508616886e-12 	4.4538400242e-09 	1.7680418221e-11 	
74 	 7.5000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000082e+02 	2.7431213531e-01 	7.2568785992e-01 	2.1093602730e-12 	5.6971270728e-13 	4.3172464650e-10 	4.7640146830e-12 	4.3073099947e-09 	2.0132126506e-11 	
74 	 7.5000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000312e+02 	5.9266658930e-02 	9.4073333687e-01 	4.1466359966e-12 	1.1198728466e-12 	5.1537301767e-10 	1.5609077171e-12 	3.6648521611e-09 	1.0170156807e-11 	
74 	 7.5000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000178e+02 	1.4383656920e-01 	8.5616342575e-01 	2.8408714287e-12 	7.6726057950e-13 	5.1037237223e-10 	2.8516336007e-12 	4.5163336904e-09 	1.8177665798e-11 	
75 	 7.6000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000084e+02 	2.7431213531e-01 	7.2568785985e-01 	2.1100182497e-12 	5.6989235802e-13 	4.3814978001e-10 	4.7654994918e-12 	4.3680538807e-09 	2.0698783205e-11 	
75 	 7.6000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000317e+02 	5.9266658927e-02 	9.4073333682e-01 	4.1474662284e-12 	1.1200985184e-12 	5.2273995645e-10 	1.5612202147e-12 	3.7154075867e-09 	1.0451535642e-11 	
75 	 7.6000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000180e+02 	1.4383656919e-01 	8.5616342568e-01 	2.8416406060e-12 	7.6747027908e-13 	5.1771419847e-10 	2.8524055992e-12 	4.5788310164e-09 	1.8681836114e-11 	
76 	 7.7000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000085e+02 	2.7431213531e-01 	7.2568785979e-01 	2.1106757268e-12 	5.7007190537e-13 	4.4457693867e-10 	4.7669833183e-12 	4.4288015003e-09 	2.1273366990e-11 	
76 	 7.7000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000322e+02 	5.9266658925e-02 	9.4073333676e-01 	4.1482965429e-12 	1.1203242286e-12 	5.3010837977e-10 	1.5615327439e-12 	3.7659657191e-09 	1.0736767781e-11 	
76 	 7.7000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000183e+02 	1.4383656919e-01 	8.5616342562e-01 	2.8424098695e-12 	7.6768002553e-13 	5.2505803124e-10 	2.8531776853e-12 	4.6413320028e-09 	1.9192929411e-11 	
77 	 7.8000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000087e+02 	2.7431213531e-01 	7.2568785972e-01 	2.1113327855e-12 	5.7025137033e-13 	4.5100612145e-10 	4.7684663253e-12 	4.4895528460e-09 	2.1855878112e-11 	
77 	 7.8000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000327e+02 	5.9266658922e-02 	9.4073333671e-01 	4.1491269410e-12 	1.1205499774e-12 	5.3747828788e-10 	1.5618453048e-12 	3.8165265587e-09 	1.1025853384e-11 	
77 	 7.8000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000186e+02 	1.4383656919e-01 	8.5616342555e-01 	2.8431792203e-12 	7.6788981911e-13 	5.3240387102e-10 	2.8539498597e-12 	4.7038366504e-09 	1.9710945932e-11 	
78 	 7.9000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000089e+02 	2.7431213530e-01 	7.2568785966e-01 	2.1119894954e-12 	5.7043077094e-13 	4.5743732750e-10 	4.7699486530e-12 	4.5503079115e-09 	2.2446316821e-11 	
78 	 7.9000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000331e+02 	5.9266658920e-02 	9.4073333665e-01 	4.1499574233e-12 	1.1207757650e-12 	5.4484968104e-10 	1.5621578977e-12 	3.8670901058e-09 	1.1318792609e-11 	
78 	 7.9000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000189e+02 	1.4383656919e-01 	8.5616342548e-01 	2.8439486592e-12 	7.6809966006e-13 	5.3975171823e-10 	2.8547221233e-12 	4.7663449597e-09 	2.0235885918e-11 	
79 	 8.0000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000090e+02 	2.7431213530e-01 	7.2568785959e-01 	2.1126459166e-12 	5.7061012275e-13 	4.6387055620e-10 	4.7714304218e-12 	4.6110666916e-09 	2.3044683368e-11 	
79 	 8.0000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000336e+02 	5.9266658918e-02 	9.4073333659e-01 	4.1507879903e-12 	1.1210015914e-12 	5.5222255949e-10 	1.5624705227e-12 	3.9176563608e-09 	1.1615585617e-11 	
79 	 8.0000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000192e+02 	1.4383656918e-01 	8.5616342541e-01 	2.8447181869e-12 	7.6830954853e-13 	5.4710157335e-10 	2.8554944765e-12 	4.8288569317e-09 	2.0767749612e-11 	
80 	 8.1000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000092e+02 	2.7431213530e-01 	7.2568785953e-01 	2.1133021009e-12 	5.7078943914e-13 	4.7030580708e-10 	4.7729117357e-12 	4.6718291817e-09 	2.3650978001e-11 	
80 	 8.1000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000341e+02 	5.9266658915e-02 	9.4073333654e-01 	4.1516186423e-12 	1.1212274568e-12 	5.5959692351e-10 	1.5627831799e-12 	3.9682253240e-09 	1.1916232566e-11 	
80 	 8.1000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000195e+02 	1.4383656918e-01 	8.5616342535e-01 	2.8454878039e-12 	7.6851948468e-13 	5.5445343683e-10 	2.8562669198e-12 	4.8913725669e-09 	2.1306537258e-11 	
81 	 8.2000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000093e+02 	2.7431213530e-01 	7.2568785946e-01 	2.1139580927e-12 	5.7096873162e-13 	4.7674307980e-10 	4.7743926840e-12 	4.7325953781e-09 	2.4265200968e-11 	
81 	 8.2000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000346e+02 	5.9266658913e-02 	9.4073333648e-01 	4.1524493797e-12 	1.1214533613e-12 	5.6697277333e-10 	1.5630958693e-12 	4.0187969959e-09 	1.2220733616e-11 	
81 	 8.2000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000198e+02 	1.4383656918e-01 	8.5616342528e-01 	2.8462575107e-12 	7.6872946860e-13 	5.6180730911e-10 	2.8570394536e-12 	4.9538918661e-09 	2.1852249096e-11 	
82 	 8.3000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000095e+02 	2.7431213529e-01 	7.2568785940e-01 	2.1146139305e-12 	5.7114801010e-13 	4.8318237414e-10 	4.7758733436e-12 	4.7933652780e-09 	2.4887352518e-11 	
82 	 8.3000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000351e+02 	5.9266658910e-02 	9.4073333643e-01 	4.1532802026e-12 	1.1216793048e-12 	5.7435010923e-10 	1.5634085911e-12 	4.0693713767e-09 	1.2529088927e-11 	
82 	 8.3000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000201e+02 	1.4383656917e-01 	8.5616342521e-01 	2.8470273076e-12 	7.6893950039e-13 	5.6916319067e-10 	2.8578120781e-12 	5.0164148301e-09 	2.2404885371e-11 	
83 	 8.4000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000097e+02 	2.7431213529e-01 	7.2568785933e-01 	2.1152696471e-12 	5.7132728313e-13 	4.8962369001e-10 	4.7773537807e-12 	4.8541388787e-09 	2.5517432899e-11 	
83 	 8.4000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000356e+02 	5.9266658908e-02 	9.4073333637e-01 	4.1541111114e-12 	1.1219052875e-12 	5.8172893145e-10 	1.5637213452e-12 	4.1199484669e-09 	1.2841298658e-11 	
83 	 8.4000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000204e+02 	1.4383656917e-01 	8.5616342514e-01 	2.8477971950e-12 	7.6914958012e-13 	5.7652108195e-10 	2.8585847936e-12 	5.0789414595e-09 	2.2964446324e-11 	
84 	 8.5000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000098e+02 	2.7431213529e-01 	7.2568785927e-01 	2.1159252709e-12 	5.7150655803e-13 	4.9606702738e-10 	4.7788340524e-12 	4.9149161782e-09 	2.6155442358e-11 	
84 	 8.5000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000360e+02 	5.9266658906e-02 	9.4073333631e-01 	4.1549421061e-12 	1.1221313093e-12 	5.8910924025e-10 	1.5640341317e-12 	4.1705282668e-09 	1.3157362969e-11 	
84 	 8.5000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000207e+02 	1.4383656917e-01 	8.5616342508e-01 	2.8485671730e-12 	7.6935970784e-13 	5.8388098343e-10 	2.8593576002e-12 	5.1414717552e-09 	2.3530932199e-11 	
85 	 8.6000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000100e+02 	2.7431213529e-01 	7.2568785920e-01 	2.1165808265e-12 	5.7168584114e-13 	5.0251238631e-10 	4.7803142076e-12 	4.9756971750e-09 	2.6801381142e-11 	
85 	 8.6000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000365e+02 	5.9266658903e-02 	9.4073333626e-01 	4.1557731868e-12 	1.1223573703e-12 	5.9649103590e-10 	1.5643469507e-12 	4.2211107767e-09 	1.3477282019e-11 	
85 	 8.6000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000210e+02 	1.4383656917e-01 	8.5616342501e-01 	2.8493372418e-12 	7.6956988361e-13 	5.9124289554e-10 	2.8601304982e-12 	5.2040057178e-09 	2.4104343238e-11 	
86 	 8.7000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000101e+02 	2.7431213528e-01 	7.2568785914e-01 	2.1172363347e-12 	5.7186513791e-13 	5.0895976692e-10 	4.7817942887e-12 	5.0364818677e-09 	2.7455249498e-11 	
86 	 8.7000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000370e+02 	5.9266658901e-02 	9.4073333620e-01 	4.1566043537e-12 	1.1225834706e-12 	6.0387431865e-10 	1.5646598021e-12 	4.2716959972e-09 	1.3801055969e-11 	
86 	 8.7000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000213e+02 	1.4383656916e-01 	8.5616342494e-01 	2.8501074016e-12 	7.6978010747e-13 	5.9860681877e-10 	2.8609034876e-12 	5.2665433481e-09 	2.4684679685e-11 	
87 	 8.8000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000103e+02 	2.7431213528e-01 	7.2568785907e-01 	2.1178918138e-12 	5.7204445300e-13 	5.1540916939e-10 	4.7832743319e-12 	5.0972702555e-09 	2.8117047673e-11 	
87 	 8.8000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000375e+02 	5.9266658898e-02 	9.4073333615e-01 	4.1574356068e-12 	1.1228096101e-12 	6.1125908875e-10 	1.5649726861e-12 	4.3222839284e-09 	1.4128684977e-11 	
87 	 8.8000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000216e+02 	1.4383656916e-01 	8.5616342487e-01 	2.8508776525e-12 	7.6999037943e-13 	6.0597275356e-10 	2.8616765685e-12 	5.3290846469e-09 	2.5271941782e-11 	
88 	 8.9000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000105e+02 	2.7431213528e-01 	7.2568785901e-01 	2.1185472793e-12 	5.7222379047e-13 	5.2186059396e-10 	4.7847543687e-12 	5.1580623376e-09 	2.8786775914e-11 	
88 	 8.9000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000380e+02 	5.9266658896e-02 	9.4073333609e-01 	4.1582669463e-12 	1.1230357889e-12 	6.1864534648e-10 	1.5652856025e-12 	4.3728745709e-09 	1.4460169203e-11 	
88 	 8.9000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000219e+02 	1.4383656916e-01 	8.5616342480e-01 	2.8516479946e-12 	7.7020069953e-13 	6.1334070038e-10 	2.8624497410e-12 	5.3916296149e-09 	2.5866129774e-11 	
89 	 9.0000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000106e+02 	2.7431213527e-01 	7.2568785894e-01 	2.1192027447e-12 	5.7240315378e-13 	5.2831404090e-10 	4.7862344258e-12 	5.2188581135e-09 	2.9464434468e-11 	
89 	 9.0000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000385e+02 	5.9266658894e-02 	9.4073333604e-01 	4.1590983721e-12 	1.1232620070e-12 	6.2603309207e-10 	1.5655985515e-12 	4.4234679249e-09 	1.4795508808e-11 	
89 	 9.0000000000e-05 	  1.0000000000e-07 	 1.3802095103e-01 	1.0132500000e+05 	9.0000000222e+02 	1.4383656916e-01 	8.5616342474e-01 	2.8524184280e-12 	7.7041106779e-13 	6.2071065969e-10 	2.8632230051e-12 	5.4541782528e-09 	2.6467243902e-11 	
90 	 9.1000000000e-05 	  1.0000000000e-07 	 8.5295323222e-02 	1.0132500000e+05 	9.0000000108e+02 	2.7431213527e-01 	7.2568785888e-01 	2.1198582214e-12 	5.7258254592e-13 	5.3476951051e-10 	4.7877145266e-12 	5.2796575830e-09 	3.0150023581e-11 	
90 	 9.1000000000e-05 	  1.0000000000e-07 	 2.3029079968e-01 	1.0132500000e+05 	9.0000000390e+02 	5.9266658891e-02 	9.4073333598e-01 	4.1599298842e-12 	1.1234882643e-12 	6.3342232581e-10 	1.5659115330e-12 	4.4740639909e-09 	1.5134703951e-11 	
